,Unnamed: 0,Date,AveragePrice,Total Volume,c4046,c4225,c4770,TotalBags,SmallBags,LargeBags,XLargeBags,type,year,region,TotalValue
1187,41.0,2015-03-15,1.42,32656.06,25316.97,1120.63,0.0,6218.46,6218.46,0.0,0.0,organic,2015.0,LosAngeles,
1188,42.0,2015-03-08,1.35,42280.47,31604.04,769.47,0.0,9906.96,9906.96,0.0,0.0,organic,2015.0,LosAngeles,
1189,43.0,2015-03-01,1.14,60244.59,49177.6,1680.02,0.0,9386.97,9386.97,0.0,0.0,organic,2015.0,LosAngeles,
1190,44.0,2015-02-22,1.36,44972.88,36585.77,905.94,0.0,7481.17,7481.17,0.0,0.0,organic,2015.0,LosAngeles,
1191,45.0,2015-02-15,1.43,41524.22,33427.07,1026.28,0.0,7070.87,7070.87,0.0,0.0,organic,2015.0,LosAngeles,
1192,46.0,2015-02-08,1.29,46991.12,36957.13,2213.06,0.0,7820.93,7820.93,0.0,0.0,organic,2015.0,LosAngeles,
1193,47.0,2015-02-01,1.12,50107.32,39628.65,1721.95,0.0,8756.72,8756.72,0.0,0.0,organic,2015.0,LosAngeles,
1194,48.0,2015-01-25,1.23,38078.07,28037.64,1355.8,0.0,8684.63,8684.63,0.0,0.0,organic,2015.0,LosAngeles,
1195,49.0,2015-01-18,1.29,43649.12,33738.87,1368.91,0.0,8541.34,8541.34,0.0,0.0,organic,2015.0,LosAngeles,
1196,50.0,2015-01-11,1.08,60232.63,52087.31,2063.44,0.0,6081.88,6081.88,0.0,0.0,organic,2015.0,LosAngeles,
1197,51.0,2015-01-04,1.25,54495.54,47721.51,1723.4,0.0,5050.63,5050.63,0.0,0.0,organic,2015.0,LosAngeles,
1198,0.0,2015-12-27,1.82,862.59,9.98,690.02,0.0,162.59,60.0,102.59,0.0,organic,2015.0,Louisville,
1199,1.0,2015-12-20,1.8,924.46,33.57,833.02,0.0,57.87,13.33,44.54,0.0,organic,2015.0,Louisville,
1200,2.0,2015-12-13,1.52,1111.9,28.91,798.1,0.0,284.89,0.0,284.89,0.0,organic,2015.0,Louisville,
1201,3.0,2015-12-06,1.19,1391.25,15.13,868.57,0.0,507.55,0.0,507.55,0.0,organic,2015.0,Louisville,
1202,4.0,2015-11-29,1.19,1491.28,34.6,805.09,0.0,651.59,0.0,651.59,0.0,organic,2015.0,Louisville,
1203,5.0,2015-11-22,1.87,1202.46,7.6,1107.08,0.0,87.78,3.33,84.45,0.0,organic,2015.0,Louisville,
1204,6.0,2015-11-15,1.83,1155.99,2.54,1014.34,0.0,139.11,106.67,32.44,0.0,organic,2015.0,Louisville,
1205,7.0,2015-11-08,1.68,1272.64,43.28,894.97,0.0,334.39,153.33,181.06,0.0,organic,2015.0,Louisville,
1206,8.0,2015-11-01,1.65,1156.12,48.5,835.97,0.0,271.65,43.33,228.32,0.0,organic,2015.0,Louisville,
1207,9.0,2015-10-25,1.64,1779.45,69.06,1631.97,0.0,78.42,0.0,78.42,0.0,organic,2015.0,Louisville,
1208,10.0,2015-10-18,1.52,1696.6,20.5,1442.52,0.0,233.58,0.0,233.58,0.0,organic,2015.0,Louisville,
1209,11.0,2015-10-11,1.65,1243.4,11.54,988.31,0.0,243.55,0.0,243.55,0.0,organic,2015.0,Louisville,
1210,12.0,2015-10-04,1.87,1155.28,23.52,1114.66,0.0,17.1,0.0,17.1,0.0,organic,2015.0,Louisville,
1211,13.0,2015-09-27,1.79,1602.79,24.36,1309.08,0.0,269.35,206.67,62.68,0.0,organic,2015.0,Louisville,
1212,14.0,2015-09-20,1.65,1974.52,40.99,1268.23,0.0,665.3,423.33,241.97,0.0,organic,2015.0,Louisville,
1213,15.0,2015-09-13,1.69,1858.03,44.79,1311.84,0.0,501.4,286.67,214.73,0.0,organic,2015.0,Louisville,
1214,16.0,2015-09-06,1.38,2450.75,52.43,1262.12,0.0,1136.2,440.0,696.2,0.0,organic,2015.0,Louisville,
1215,17.0,2015-08-30,1.44,2648.03,58.75,1634.78,0.0,954.5,273.34,681.16,0.0,organic,2015.0,Louisville,
1216,18.0,2015-08-23,1.49,2726.65,42.08,1625.92,0.0,1058.65,256.67,801.98,0.0,organic,2015.0,Louisville,
1217,19.0,2015-08-16,1.52,2495.29,3.82,1866.45,0.0,625.02,243.33,381.69,0.0,organic,2015.0,Louisville,
1218,20.0,2015-08-09,1.37,3003.82,2.54,2116.56,0.0,884.72,400.0,484.72,0.0,organic,2015.0,Louisville,
1219,21.0,2015-08-02,1.37,2477.04,4.0,1786.74,0.0,686.3,36.67,649.63,0.0,organic,2015.0,Louisville,
1220,22.0,2015-07-26,1.03,2995.57,0.0,1295.04,0.0,1700.53,40.0,1660.53,0.0,organic,2015.0,Louisville,
1221,23.0,2015-07-19,1.18,2680.01,0.0,1436.55,0.0,1243.46,53.33,1190.13,0.0,organic,2015.0,Louisville,
1222,24.0,2015-07-12,1.48,2290.3,7.54,1486.26,0.0,796.5,70.0,726.5,0.0,organic,2015.0,Louisville,
1223,25.0,2015-07-05,1.49,2117.32,0.0,1260.34,0.0,856.98,246.67,610.31,0.0,organic,2015.0,Louisville,
1224,26.0,2015-06-28,1.49,1744.67,8.76,1260.31,0.0,475.6,233.33,242.27,0.0,organic,2015.0,Louisville,
1225,27.0,2015-06-21,1.46,2344.24,18.73,1652.88,0.0,672.63,224.99,447.64,0.0,organic,2015.0,Louisville,
1226,28.0,2015-06-14,1.58,2093.17,17.42,1174.85,0.0,900.9,415.53,485.37,0.0,organic,2015.0,Louisville,
1227,29.0,2015-06-07,1.24,2299.74,14.16,972.02,0.0,1313.56,437.41,876.15,0.0,organic,2015.0,Louisville,
1228,30.0,2015-05-31,1.34,2103.36,8.65,1031.77,0.0,1062.94,370.98,691.96,0.0,organic,2015.0,Louisville,
1229,31.0,2015-05-24,1.51,2285.46,3.69,1340.14,0.0,941.63,438.45,503.18,0.0,organic,2015.0,Louisville,
1230,32.0,2015-05-17,1.44,2132.11,2.46,1335.83,0.0,793.82,458.25,335.57,0.0,organic,2015.0,Louisville,
1231,33.0,2015-05-10,1.04,3355.53,12.58,1328.8,0.0,2014.15,390.0,1624.15,0.0,organic,2015.0,Louisville,
1232,34.0,2015-05-03,1.38,2038.99,1.22,829.5,0.0,1208.27,463.33,744.94,0.0,organic,2015.0,Louisville,
1233,35.0,2015-04-26,1.67,1764.81,1.22,1045.34,0.0,718.25,373.33,344.92,0.0,organic,2015.0,Louisville,
1234,36.0,2015-04-19,1.37,1687.21,0.0,914.76,0.0,772.45,246.67,525.78,0.0,organic,2015.0,Louisville,
1235,37.0,2015-04-12,1.42,1294.45,8.84,799.87,0.0,485.74,263.35,222.39,0.0,organic,2015.0,Louisville,
1236,38.0,2015-04-05,1.59,1517.39,4.82,896.16,0.0,616.41,330.0,286.41,0.0,organic,2015.0,Louisville,
1237,39.0,2015-03-29,1.63,1219.02,0.0,685.41,0.0,533.61,279.31,254.3,0.0,organic,2015.0,Louisville,
1238,40.0,2015-03-22,1.76,1030.98,10.75,746.35,0.0,273.88,113.33,160.55,0.0,organic,2015.0,Louisville,
1239,41.0,2015-03-15,1.65,1664.74,8.34,731.35,0.0,925.05,796.67,128.38,0.0,organic,2015.0,Louisville,
1240,42.0,2015-03-08,1.72,1541.79,2.38,912.87,0.0,626.54,532.64,93.9,0.0,organic,2015.0,Louisville,
1241,43.0,2015-03-01,1.65,1510.75,0.0,1077.97,0.0,432.78,213.33,219.45,0.0,organic,2015.0,Louisville,
1242,44.0,2015-02-22,1.67,1347.62,14.29,658.47,0.0,674.86,443.33,231.53,0.0,organic,2015.0,Louisville,
1243,45.0,2015-02-15,1.75,1201.07,12.71,745.28,0.0,443.08,326.67,116.41,0.0,organic,2015.0,Louisville,
1244,46.0,2015-02-08,1.61,1438.14,13.52,823.66,0.0,600.96,393.33,207.63,0.0,organic,2015.0,Louisville,
1245,47.0,2015-02-01,1.55,1336.46,0.0,772.41,0.0,564.05,303.33,260.72,0.0,organic,2015.0,Louisville,
1246,48.0,2015-01-25,1.68,1201.46,3.57,740.48,0.0,457.41,216.67,240.74,0.0,organic,2015.0,Louisville,
1247,49.0,2015-01-18,1.79,1106.86,5.19,676.38,0.0,425.29,420.0,5.29,0.0,organic,2015.0,Louisville,
1248,50.0,2015-01-11,1.79,1435.48,0.0,1219.02,0.0,216.46,173.93,42.53,0.0,organic,2015.0,Louisville,
1249,51.0,2015-01-04,1.48,1395.75,12.41,824.64,0.0,558.7,478.15,80.55,0.0,organic,2015.0,Louisville,
1250,0.0,2015-12-27,1.57,1155.71,120.88,18.16,0.0,1016.67,1016.67,0.0,0.0,organic,2015.0,MiamiFtLauderdale,
1251,1.0,2015-12-20,1.5,1563.02,34.6,1.3,0.0,1527.12,1527.12,0.0,0.0,organic,2015.0,MiamiFtLauderdale,
1252,2.0,2015-12-13,1.5,1366.32,8.91,11.73,0.0,1345.68,1345.68,0.0,0.0,organic,2015.0,MiamiFtLauderdale,
1253,3.0,2015-12-06,1.49,1054.07,2.3,1.3,0.0,1050.47,1043.8,6.67,0.0,organic,2015.0,MiamiFtLauderdale,
1254,4.0,2015-11-29,1.51,1203.52,4.91,14.34,0.0,1184.27,1184.27,0.0,0.0,organic,2015.0,MiamiFtLauderdale,
1255,5.0,2015-11-22,1.11,657.96,4.62,7.87,0.0,645.47,642.14,3.33,0.0,organic,2015.0,MiamiFtLauderdale,
1256,6.0,2015-11-15,1.44,2707.87,3.63,1.31,0.0,2702.93,2696.26,6.67,0.0,organic,2015.0,MiamiFtLauderdale,
1257,7.0,2015-11-08,1.59,84.56,3.95,3.95,0.0,76.66,73.33,3.33,0.0,organic,2015.0,MiamiFtLauderdale,
1258,8.0,2015-11-01,1.5,1955.27,3.95,1.32,0.0,1950.0,1946.67,3.33,0.0,organic,2015.0,MiamiFtLauderdale,
1259,9.0,2015-10-25,1.5,1484.89,6.28,5.28,0.0,1473.33,1473.33,0.0,0.0,organic,2015.0,MiamiFtLauderdale,
1260,10.0,2015-10-18,1.51,901.53,6.97,14.56,0.0,880.0,880.0,0.0,0.0,organic,2015.0,MiamiFtLauderdale,
1261,11.0,2015-10-11,1.51,1780.24,12.93,3.98,0.0,1763.33,1763.33,0.0,0.0,organic,2015.0,MiamiFtLauderdale,
1262,12.0,2015-10-04,1.5,1584.01,9.96,2.65,0.0,1571.4,1571.4,0.0,0.0,organic,2015.0,MiamiFtLauderdale,
1263,13.0,2015-09-27,1.5,821.99,11.28,2.65,0.0,808.06,808.06,0.0,0.0,organic,2015.0,MiamiFtLauderdale,
1264,14.0,2015-09-20,1.47,1843.74,25.17,1.32,0.0,1817.25,1817.25,0.0,0.0,organic,2015.0,MiamiFtLauderdale,
1265,15.0,2015-09-13,1.43,1005.8,10.92,5.28,0.0,989.6,989.6,0.0,0.0,organic,2015.0,MiamiFtLauderdale,
1266,16.0,2015-09-06,1.47,1962.43,4.95,5.26,0.0,1952.22,1952.22,0.0,0.0,organic,2015.0,MiamiFtLauderdale,
1267,17.0,2015-08-30,1.47,1358.02,6.31,11.79,0.0,1339.92,1339.92,0.0,0.0,organic,2015.0,MiamiFtLauderdale,
1268,18.0,2015-08-23,1.5,1059.21,7.91,1.3,0.0,1050.0,1050.0,0.0,0.0,organic,2015.0,MiamiFtLauderdale,
1269,19.0,2015-08-16,1.51,1164.87,6.18,22.02,0.0,1136.67,1136.67,0.0,0.0,organic,2015.0,MiamiFtLauderdale,
1270,20.0,2015-08-09,1.5,1359.19,8.14,7.72,0.0,1343.33,1343.33,0.0,0.0,organic,2015.0,MiamiFtLauderdale,
1271,21.0,2015-08-02,1.51,1015.04,5.11,16.6,0.0,993.33,993.33,0.0,0.0,organic,2015.0,MiamiFtLauderdale,
1272,22.0,2015-07-26,1.48,571.4,5.07,6.34,0.0,559.99,556.66,3.33,0.0,organic,2015.0,MiamiFtLauderdale,
1273,23.0,2015-07-19,1.45,792.97,5.04,1.26,0.0,786.67,786.67,0.0,0.0,organic,2015.0,MiamiFtLauderdale,
1274,24.0,2015-07-12,1.56,1751.57,85.16,2.5,0.0,1663.91,1663.91,0.0,0.0,organic,2015.0,MiamiFtLauderdale,
1275,25.0,2015-07-05,1.88,1766.19,921.19,5.0,0.0,840.0,840.0,0.0,0.0,organic,2015.0,MiamiFtLauderdale,
1276,26.0,2015-06-28,1.86,1627.96,1181.34,9.95,0.0,436.67,436.67,0.0,0.0,organic,2015.0,MiamiFtLauderdale,
1277,27.0,2015-06-21,1.92,1415.1,1247.43,6.2,0.0,161.47,161.47,0.0,0.0,organic,2015.0,MiamiFtLauderdale,
1278,28.0,2015-06-14,1.81,2017.29,1278.78,13.6,0.0,724.91,724.91,0.0,0.0,organic,2015.0,MiamiFtLauderdale,
1279,29.0,2015-06-07,1.75,2094.36,1085.62,19.75,0.0,988.99,988.99,0.0,0.0,organic,2015.0,MiamiFtLauderdale,
1280,30.0,2015-05-31,1.72,2578.53,1172.5,12.33,0.0,1393.7,1393.7,0.0,0.0,organic,2015.0,MiamiFtLauderdale,
1281,31.0,2015-05-24,1.77,1811.7,1036.04,16.06,0.0,759.6,751.37,8.23,0.0,organic,2015.0,MiamiFtLauderdale,
1282,32.0,2015-05-17,1.79,2141.08,1251.61,48.24,0.0,841.23,827.49,13.74,0.0,organic,2015.0,MiamiFtLauderdale,
1283,33.0,2015-05-10,1.77,2184.05,1393.71,8.68,0.0,781.66,759.62,22.04,0.0,organic,2015.0,MiamiFtLauderdale,
1284,34.0,2015-05-03,1.35,4770.93,3106.9,154.67,0.0,1509.36,1509.36,0.0,0.0,organic,2015.0,MiamiFtLauderdale,
1285,35.0,2015-04-26,1.25,6631.49,5848.51,488.5,0.0,294.48,294.48,0.0,0.0,organic,2015.0,MiamiFtLauderdale,
1286,36.0,2015-04-19,1.61,2879.62,1344.13,31.38,0.0,1504.11,1498.53,5.58,0.0,organic,2015.0,MiamiFtLauderdale,
1287,37.0,2015-04-12,1.81,1877.52,1456.1,35.22,0.0,386.2,386.2,0.0,0.0,organic,2015.0,MiamiFtLauderdale,
1288,38.0,2015-04-05,1.86,1702.0,1231.96,22.7,0.0,447.34,447.34,0.0,0.0,organic,2015.0,MiamiFtLauderdale,
1289,39.0,2015-03-29,1.83,2723.62,1818.87,35.41,0.0,869.34,849.67,19.67,0.0,organic,2015.0,MiamiFtLauderdale,
1290,40.0,2015-03-22,1.82,1755.09,1129.76,24.07,0.0,601.26,590.0,11.26,0.0,organic,2015.0,MiamiFtLauderdale,
1291,41.0,2015-03-15,1.73,2478.0,1133.25,11.42,0.0,1333.33,1333.33,0.0,0.0,organic,2015.0,MiamiFtLauderdale,
1292,42.0,2015-03-08,1.69,2708.59,1060.0,15.26,0.0,1633.33,1633.33,0.0,0.0,organic,2015.0,MiamiFtLauderdale,
1293,43.0,2015-03-01,1.75,2035.58,1033.03,2.55,0.0,1000.0,1000.0,0.0,0.0,organic,2015.0,MiamiFtLauderdale,
1294,44.0,2015-02-22,1.92,1386.85,1140.99,19.2,0.0,226.66,223.33,3.33,0.0,organic,2015.0,MiamiFtLauderdale,
1295,45.0,2015-02-15,1.75,1791.51,908.96,2.55,0.0,880.0,880.0,0.0,0.0,organic,2015.0,MiamiFtLauderdale,
1296,46.0,2015-02-08,1.72,2118.66,945.33,0.0,0.0,1173.33,1173.33,0.0,0.0,organic,2015.0,MiamiFtLauderdale,
1297,47.0,2015-02-01,1.73,1767.3,827.35,16.62,0.0,923.33,923.33,0.0,0.0,organic,2015.0,MiamiFtLauderdale,
1298,48.0,2015-01-25,1.84,1648.84,1091.95,26.89,0.0,530.0,530.0,0.0,0.0,organic,2015.0,MiamiFtLauderdale,
1299,49.0,2015-01-18,1.87,1459.37,1054.78,17.92,0.0,386.67,386.67,0.0,0.0,organic,2015.0,MiamiFtLauderdale,
1300,50.0,2015-01-11,1.85,1614.56,1091.28,49.95,0.0,473.33,473.33,0.0,0.0,organic,2015.0,MiamiFtLauderdale,
1301,51.0,2015-01-04,1.82,2288.44,1438.04,53.73,0.0,796.67,796.67,0.0,0.0,organic,2015.0,MiamiFtLauderdale,
1302,0.0,2015-12-27,1.6,51768.23,2070.07,25260.38,2431.47,22006.31,11522.75,10483.56,0.0,organic,2015.0,Midsouth,
1303,1.0,2015-12-20,1.71,43696.22,2258.69,27086.7,2382.98,11967.85,9205.1,2762.75,0.0,organic,2015.0,Midsouth,
1304,2.0,2015-12-13,1.68,46565.74,2651.64,24678.0,1960.98,17275.12,10126.62,7148.5,0.0,organic,2015.0,Midsouth,
1305,3.0,2015-12-06,1.59,43426.6,1765.38,24285.58,2239.72,15135.92,7305.22,7830.7,0.0,organic,2015.0,Midsouth,
1306,4.0,2015-11-29,1.5,45599.48,1884.17,24809.12,2351.45,16554.74,6478.55,10076.19,0.0,organic,2015.0,Midsouth,
1307,5.0,2015-11-22,1.66,46456.92,2136.26,30845.18,2730.31,10745.17,7911.72,2833.45,0.0,organic,2015.0,Midsouth,
1308,6.0,2015-11-15,1.7,45159.24,2855.1,27350.5,2840.16,12113.48,10565.6,1547.88,0.0,organic,2015.0,Midsouth,
1309,7.0,2015-11-08,1.66,49231.83,4884.66,24573.94,3121.29,16651.94,13541.29,3110.65,0.0,organic,2015.0,Midsouth,
1310,8.0,2015-11-01,1.61,54907.07,5463.85,26550.99,3798.97,19093.26,12311.91,6781.35,0.0,organic,2015.0,Midsouth,
1311,9.0,2015-10-25,1.7,55916.99,2906.9,33178.27,4270.62,15561.2,12052.62,3508.58,0.0,organic,2015.0,Midsouth,
1312,10.0,2015-10-18,1.66,57077.28,2657.09,31526.9,3739.04,19154.25,13759.4,5394.85,0.0,organic,2015.0,Midsouth,
1313,11.0,2015-10-11,1.53,60162.15,2195.42,30952.79,3637.71,23376.23,11437.45,11938.78,0.0,organic,2015.0,Midsouth,
1314,12.0,2015-10-04,1.73,53587.09,2184.76,32902.43,3190.88,15309.02,12203.37,3105.65,0.0,organic,2015.0,Midsouth,
1315,13.0,2015-09-27,1.76,52253.69,2191.94,31426.09,3164.97,15470.69,13112.36,2358.33,0.0,organic,2015.0,Midsouth,
1316,14.0,2015-09-20,1.72,54619.72,3268.99,33591.15,3014.16,14745.42,14021.43,723.99,0.0,organic,2015.0,Midsouth,
1317,15.0,2015-09-13,1.75,62767.95,3051.05,38182.38,3467.76,18066.76,16251.27,1815.49,0.0,organic,2015.0,Midsouth,
1318,16.0,2015-09-06,1.67,74083.65,4321.27,39381.46,3866.74,26514.18,21807.88,4706.3,0.0,organic,2015.0,Midsouth,
1319,17.0,2015-08-30,1.7,69033.16,4216.66,39193.19,3852.33,21770.98,17878.06,3892.92,0.0,organic,2015.0,Midsouth,
1320,18.0,2015-08-23,1.7,74965.16,6396.33,38841.85,4122.53,25604.45,19831.56,5772.89,0.0,organic,2015.0,Midsouth,
1321,19.0,2015-08-16,1.7,69867.41,6146.33,39087.25,4519.71,20114.12,15180.41,4933.71,0.0,organic,2015.0,Midsouth,
1322,20.0,2015-08-09,1.65,81469.58,6068.03,43254.06,5020.21,27127.28,22422.37,4704.91,0.0,organic,2015.0,Midsouth,
1323,21.0,2015-08-02,1.71,68742.23,6041.95,39663.14,3861.33,19175.81,15361.12,3814.69,0.0,organic,2015.0,Midsouth,
1324,22.0,2015-07-26,1.52,67600.74,5543.66,36107.8,3438.23,22511.05,8545.51,13965.54,0.0,organic,2015.0,Midsouth,
1325,23.0,2015-07-19,1.51,69690.43,3753.91,33297.71,3790.49,28848.32,14626.61,14221.71,0.0,organic,2015.0,Midsouth,
1326,24.0,2015-07-12,1.51,72375.15,6846.13,34618.18,4080.75,26830.09,12329.8,14500.29,0.0,organic,2015.0,Midsouth,
1327,25.0,2015-07-05,1.61,72541.61,9102.96,36327.86,4782.0,22328.79,13216.79,9112.0,0.0,organic,2015.0,Midsouth,
1328,26.0,2015-06-28,1.62,67201.29,7894.13,35220.02,4380.25,19706.89,12921.08,6785.81,0.0,organic,2015.0,Midsouth,
1329,27.0,2015-06-21,1.65,67376.23,7698.52,38237.89,4064.84,17374.98,11504.18,5870.8,0.0,organic,2015.0,Midsouth,
1330,28.0,2015-06-14,1.6,75740.17,8396.47,33250.84,4677.73,29415.13,20211.79,9203.34,0.0,organic,2015.0,Midsouth,
1331,29.0,2015-06-07,1.47,84677.56,7938.82,33492.63,4478.81,38767.3,21779.26,16988.04,0.0,organic,2015.0,Midsouth,
1332,30.0,2015-05-31,1.44,89469.59,8593.51,46639.27,5152.23,29084.58,17885.01,11199.57,0.0,organic,2015.0,Midsouth,
1333,31.0,2015-05-24,1.37,107181.78,9466.95,54218.49,5347.87,38148.47,22674.58,15473.89,0.0,organic,2015.0,Midsouth,
1334,32.0,2015-05-17,1.24,130073.74,9323.58,71859.63,19399.4,29491.13,20651.92,8839.21,0.0,organic,2015.0,Midsouth,
1335,33.0,2015-05-10,1.28,107735.95,9453.83,49525.46,5246.3,43510.36,20888.16,22622.2,0.0,organic,2015.0,Midsouth,
1336,34.0,2015-05-03,1.34,102916.4,9430.59,47953.23,7065.04,38467.54,23337.15,15130.39,0.0,organic,2015.0,Midsouth,
1337,35.0,2015-04-26,1.46,83253.18,9169.34,42025.26,4427.92,27630.66,18237.04,9393.62,0.0,organic,2015.0,Midsouth,
1338,36.0,2015-04-19,1.51,84443.98,10821.03,45874.1,5280.9,22467.95,17627.07,4840.88,0.0,organic,2015.0,Midsouth,
1339,37.0,2015-04-12,1.53,76027.78,10623.07,38006.99,5014.1,22383.62,14962.2,7421.42,0.0,organic,2015.0,Midsouth,
1340,38.0,2015-04-05,1.65,68150.51,10574.96,31229.73,4688.87,21656.95,17759.54,3897.41,0.0,organic,2015.0,Midsouth,
1341,39.0,2015-03-29,1.65,64688.75,10530.83,30083.37,4781.66,19292.89,17345.15,1947.74,0.0,organic,2015.0,Midsouth,
1342,40.0,2015-03-22,1.53,57978.41,13957.53,29037.44,4426.59,10556.85,7426.95,3129.9,0.0,organic,2015.0,Midsouth,
1343,41.0,2015-03-15,1.65,58939.14,8401.12,28424.2,4385.54,17728.28,16137.24,1591.04,0.0,organic,2015.0,Midsouth,
1344,42.0,2015-03-08,1.62,73251.74,8451.96,27277.29,4616.93,32905.56,31682.71,1222.85,0.0,organic,2015.0,Midsouth,
1345,43.0,2015-03-01,1.61,62339.44,9303.87,29547.34,4471.19,19017.04,16977.16,2039.88,0.0,organic,2015.0,Midsouth,
1346,44.0,2015-02-22,1.4,75957.01,15459.67,35943.26,4053.24,20500.84,18497.02,2003.82,0.0,organic,2015.0,Midsouth,
1347,45.0,2015-02-15,1.48,67813.61,7426.1,34306.93,4067.67,22012.91,18624.73,3388.18,0.0,organic,2015.0,Midsouth,
1348,46.0,2015-02-08,1.58,64774.28,7824.43,26491.71,4388.15,26069.99,23654.98,2415.01,0.0,organic,2015.0,Midsouth,
1349,47.0,2015-02-01,1.44,72159.84,17276.51,30751.68,4813.6,19318.05,17413.54,1904.51,0.0,organic,2015.0,Midsouth,
1350,48.0,2015-01-25,1.63,54932.83,11160.54,26029.58,3297.83,14444.88,11428.78,3016.1,0.0,organic,2015.0,Midsouth,
1351,49.0,2015-01-18,1.65,52559.1,11415.28,25306.56,3345.08,12492.18,10971.43,1520.75,0.0,organic,2015.0,Midsouth,
1352,50.0,2015-01-11,1.52,65483.08,14570.74,30445.75,3170.11,17296.48,16715.45,581.03,0.0,organic,2015.0,Midsouth,
1353,51.0,2015-01-04,1.56,58065.35,10049.66,25228.37,3672.89,19114.43,17280.89,1833.54,0.0,organic,2015.0,Midsouth,
1354,0.0,2015-12-27,1.62,3895.76,501.13,2284.69,0.0,1109.94,840.0,269.94,0.0,organic,2015.0,Nashville,
1355,1.0,2015-12-20,1.66,3764.64,479.91,2713.01,0.0,571.72,533.33,38.39,0.0,organic,2015.0,Nashville,
1356,2.0,2015-12-13,1.53,4594.71,592.64,2602.48,0.0,1399.59,696.67,702.92,0.0,organic,2015.0,Nashville,
1357,3.0,2015-12-06,1.49,4204.87,394.56,2569.3,0.0,1241.01,620.0,621.01,0.0,organic,2015.0,Nashville,
1358,4.0,2015-11-29,1.21,5143.41,373.28,2589.7,0.0,2180.43,436.67,1743.76,0.0,organic,2015.0,Nashville,
1359,5.0,2015-11-22,1.66,4282.27,329.99,3186.8,0.0,765.48,616.67,148.81,0.0,organic,2015.0,Nashville,
1360,6.0,2015-11-15,1.65,4964.88,453.74,3405.37,0.0,1105.77,986.67,119.1,0.0,organic,2015.0,Nashville,
1361,7.0,2015-11-08,1.59,5305.71,585.42,3241.54,0.0,1478.75,1103.33,375.42,0.0,organic,2015.0,Nashville,
1362,8.0,2015-11-01,1.63,4965.1,580.21,3237.25,0.0,1147.64,883.33,264.31,0.0,organic,2015.0,Nashville,
1363,9.0,2015-10-25,1.69,5077.17,668.25,3697.25,0.0,711.67,643.33,68.34,0.0,organic,2015.0,Nashville,
1364,10.0,2015-10-18,1.66,4679.4,660.38,2930.12,0.0,1088.9,930.0,158.9,0.0,organic,2015.0,Nashville,
1365,11.0,2015-10-11,1.55,4976.32,609.97,3428.69,0.0,937.66,296.67,640.99,0.0,organic,2015.0,Nashville,
1366,12.0,2015-10-04,1.75,5092.36,533.94,3976.44,0.0,581.98,576.67,5.31,0.0,organic,2015.0,Nashville,
1367,13.0,2015-09-27,1.7,4352.18,459.53,3564.95,0.0,327.7,126.67,201.03,0.0,organic,2015.0,Nashville,
1368,14.0,2015-09-20,1.74,4181.32,424.12,3661.34,0.0,95.86,13.33,82.53,0.0,organic,2015.0,Nashville,
1369,15.0,2015-09-13,1.53,6742.51,409.09,4994.22,0.0,1339.2,638.66,700.54,0.0,organic,2015.0,Nashville,
1370,16.0,2015-09-06,1.31,8225.49,355.57,5187.04,0.0,2682.88,986.04,1696.84,0.0,organic,2015.0,Nashville,
1371,17.0,2015-08-30,1.45,7100.18,378.58,5319.3,0.0,1402.3,1074.18,328.12,0.0,organic,2015.0,Nashville,
1372,18.0,2015-08-23,1.36,7768.64,388.92,4852.16,0.0,2527.56,1287.54,1240.02,0.0,organic,2015.0,Nashville,
1373,19.0,2015-08-16,1.4,7201.85,324.12,4650.56,0.0,2227.17,1246.78,980.39,0.0,organic,2015.0,Nashville,
1374,20.0,2015-08-09,1.43,7442.75,384.24,5358.58,0.0,1699.93,705.98,993.95,0.0,organic,2015.0,Nashville,
1375,21.0,2015-08-02,1.43,8082.85,428.12,6058.21,0.0,1596.52,694.27,902.25,0.0,organic,2015.0,Nashville,
1376,22.0,2015-07-26,1.15,9173.77,385.32,5220.51,0.0,3567.94,576.19,2991.75,0.0,organic,2015.0,Nashville,
1377,23.0,2015-07-19,1.23,7731.85,266.76,4409.88,0.0,3055.21,1228.95,1826.26,0.0,organic,2015.0,Nashville,
1378,24.0,2015-07-12,1.28,7754.71,373.08,4517.25,0.0,2864.38,988.88,1875.5,0.0,organic,2015.0,Nashville,
1379,25.0,2015-07-05,1.23,7148.26,338.26,4695.24,0.0,2114.76,326.67,1788.09,0.0,organic,2015.0,Nashville,
1380,26.0,2015-06-28,1.47,5890.95,389.96,4223.23,0.0,1277.76,393.33,884.43,0.0,organic,2015.0,Nashville,
1381,27.0,2015-06-21,1.8,5259.46,402.38,4021.48,0.0,835.6,376.67,458.93,0.0,organic,2015.0,Nashville,
1382,28.0,2015-06-14,1.76,4985.34,335.42,3570.63,0.0,1079.29,400.0,679.29,0.0,organic,2015.0,Nashville,
1383,29.0,2015-06-07,1.25,6725.04,316.05,3217.52,0.0,3191.47,498.8,2692.67,0.0,organic,2015.0,Nashville,
1384,30.0,2015-05-31,1.55,4984.2,380.02,2767.07,0.0,1837.11,835.86,1001.25,0.0,organic,2015.0,Nashville,
1385,31.0,2015-05-24,1.35,6578.36,368.97,3203.83,0.0,3005.56,863.62,2141.94,0.0,organic,2015.0,Nashville,
